CO(GT),NOx(GT),Time,T
1.5,85.0,11,32.3
1.2,30.0,12,34.3
1.1,49.0,13,33.4
1.9,209.0,15,33.8
1.4,132.0,16,34.5
2.0,166.0,17,32.7
2.7,243.0,18,31.4
2.8,247.0,19,27.7
2.0,165.0,20,26.2
2.1,187.0,21,25.7
2.0,206.0,22,25.2
1.8,200.0,23,24.4
1.9,189.0,00,23.7
1.3,136.0,01,22.8
0.7,83.0,02,22.8
0.5,72.0,04,20.8
0.6,121.0,05,19.7
1.3,268.0,06,19.8
3.6,451.0,07,20.6
4.9,458.0,08,23.2
3.9,487.0,09,26.3
2.2,319.0,10,29.1
1.9,269.0,11,30.0
2.2,224.0,12,32.4
2.0,162.0,13,31.3
1.7,189.0,14,31.1
2.0,213.0,15,33.3
2.1,245.0,16,35.5
3.2,341.0,17,34.6
4.0,382.0,18,33.3
4.4,358.0,19,30.0
3.0,288.0,20,28.0
2.2,252.0,21,27.2
1.7,201.0,22,26.6
1.9,225.0,23,25.3
2.0,242.0,00,24.3
1.5,167.0,01,24.4
0.8,99.0,02,23.1
0.6,87.0,04,21.8
0.7,164.0,05,21.0
0.8,87.0,06,21.8
2.9,93.0,07,21.6
5.2,417.0,08,22.8
3.3,406.0,09,26.2
1.3,169.0,06,23.1
2.5,231.0,07,23.7
3.4,232.0,08,25.8
2.1,145.0,09,27.3
2.2,170.0,10,31.0
1.7,214.0,11,31.6
4.0,477.0,18,32.4
4.7,502.0,19,29.9
3.8,420.0,20,28.2
2.8,344.0,21,26.8
2.6,307.0,22,25.1
2.0,251.0,23,25.4
1.4,180.0,00,24.9
1.2,141.0,01,23.2
0.6,105.0,02,22.3
0.2,74.0,04,21.4
0.4,91.0,05,21.7
0.6,143.0,06,20.3
3.0,553.0,07,19.7
3.2,542.0,08,21.0
3.5,590.0,09,25.0
3.1,590.0,10,31.0
2.2,387.0,11,34.9
1.7,252.0,12,37.1
2.0,310.0,13,35.0
2.5,396.0,14,35.1
2.4,329.0,15,35.4
2.9,393.0,16,38.4
4.2,522.0,17,37.6
5.4,631.0,18,35.2
4.3,435.0,19,31.2
3.6,407.0,20,29.3
2.0,255.0,21,28.3
1.5,180.0,22,27.4
1.5,186.0,23,26.2
1.2,147.0,00,25.2
1.0,101.0,01,24.4
0.5,69.0,02,23.7
0.4,49.0,04,24.5
0.5,91.0,05,22.4
0.7,144.0,06,22.3
2.4,430.0,07,21.4
4.1,606.0,08,22.9
3.0,519.0,09,26.6
2.0,353.0,10,30.3
2.5,429.0,11,32.8
2.4,345.0,12,34.3
2.6,417.0,13,33.3
1.9,276.0,14,33.0
2.1,280.0,15,33.6
2.5,365.0,16,34.9
2.7,363.0,17,33.4
3.3,393.0,18,31.6
3.2,385.0,19,29.2
2.6,307.0,20,27.7
1.4,194.0,21,27.1
1.6,205.0,22,26.0
1.7,223.0,23,25.1
1.6,176.0,00,24.3
3.1,475.0,10,25.4
2.9,395.0,11,30.0
3.0,353.0,12,32.6
3.0,397.0,13,32.2
2.2,274.0,14,32.1
2.0,505.0,15,32.6
2.3,275.0,16,35.2
3.1,360.0,17,34.3
6.2,597.0,19,29.0
4.7,728.0,20,27.1
3.0,891.0,21,26.1
2.1,346.0,22,25.1
1.0,98.0,23,26.0
0.8,144.0,00,24.7
0.7,110.0,01,24.8
3.3,341.0,17,26.9
6.1,622.0,18,26.5
6.7,615.0,19,25.1
4.4,443.0,20,23.9
1.9,219.0,21,23.1
1.8,203.0,22,22.1
1.5,165.0,23,22.1
1.6,339.0,00,21.1
0.8,103.0,01,21.9
0.5,74.0,02,21.7
0.6,72.0,04,19.1
0.9,180.0,05,19.4
1.4,239.0,06,19.7
4.2,664.0,07,19.9
4.1,525.0,08,20.4
3.6,543.0,09,21.6
2.5,390.0,10,22.9
1.3,217.0,11,18.7
1.7,248.0,12,21.1
2.1,333.0,13,23.3
1.7,279.0,14,22.9
1.9,339.0,15,23.3
2.3,315.0,16,23.7
3.3,365.0,17,23.8
3.5,338.0,18,23.0
3.6,318.0,19,21.9
2.9,302.0,20,21.3
2.0,214.0,21,21.2
1.1,363.0,00,21.3
0.8,178.0,01,21.4
0.5,55.0,02,20.6
0.3,32.0,04,19.7
0.3,35.0,05,19.6
0.5,84.0,06,19.8
2.4,456.0,07,20.2
2.2,342.0,08,19.7
1.4,239.0,09,20.2
1.6,337.0,10,22.0
1.6,351.0,11,23.5
1.6,209.0,12,22.8
2.1,257.0,13,23.4
1.1,169.0,14,23.2
1.6,216.0,15,23.6
2.4,303.0,16,23.9
2.9,320.0,17,23.6
2.7,310.0,18,23.2
3.1,341.0,19,22.8
2.2,272.0,20,22.3
1.5,229.0,21,22.1
1.2,168.0,22,22.2
1.3,173.0,23,22.1
1.4,186.0,00,22.1
0.9,112.0,01,21.5
0.7,79.0,02,21.1
0.5,58.0,05,20.2
0.8,122.0,06,20.1
1.2,173.0,07,20.0
1.1,176.0,08,20.7
1.6,233.0,09,24.3
1.4,210.0,10,25.4
1.2,178.0,11,26.6
1.4,189.0,12,27.7
1.6,210.0,13,27.6
1.1,162.0,14,27.6
1.1,137.0,15,28.1
1.3,165.0,16,29.1
1.5,204.0,17,28.4
2.0,266.0,18,26.6
2.4,299.0,19,25.3
2.0,234.0,20,24.7
1.5,181.0,21,23.5
1.7,210.0,22,22.8
2.5,304.0,23,22.2
2.2,255.0,00,21.3
1.4,149.0,01,20.6
1.2,112.0,02,19.6
0.9,90.0,04,18.8
0.5,46.0,05,19.3
0.6,76.0,06,18.2
1.0,139.0,07,16.8
1.3,179.0,08,18.6
1.7,224.0,09,22.2
2.2,272.0,10,26.5
2.1,251.0,11,30.0
2.2,250.0,12,32.2
2.0,178.0,13,29.6
2.0,137.0,14,29.8
1.2,119.0,15,31.1
1.8,193.0,16,34.6
4.3,329.0,17,33.2
3.8,413.0,18,30.0
4.4,489.0,19,27.5
3.8,470.0,20,26.2
1.9,228.0,21,24.7
1.7,169.0,22,23.6
1.8,189.0,23,22.7
1.1,100.0,00,22.7
0.8,71.0,01,22.8
0.7,52.0,02,21.4
0.5,57.0,04,19.5
0.5,69.0,05,20.2
0.9,126.0,06,19.4
3.5,376.0,07,18.7
5.7,737.0,09,23.5
3.5,481.0,10,26.4
3.7,425.0,11,29.9
3.1,330.0,12,31.5
3.0,303.0,13,30.2
2.6,283.0,14,30.5
2.4,264.0,15,31.8
2.6,280.0,16,34.3
5.0,505.0,17,34.1
5.6,566.0,18,30.5
6.5,681.0,19,28.1
4.1,448.0,20,26.5
2.1,231.0,21,24.8
2.0,230.0,22,23.9
1.4,146.0,23,23.0
0.8,77.0,00,23.5
0.8,82.0,01,22.3
0.6,55.0,02,22.1
0.4,42.0,04,20.8
0.6,102.0,05,18.8
1.4,231.0,06,18.3
5.6,699.0,07,18.2
7.3,738.0,08,19.6
5.3,665.0,09,22.6
4.4,598.0,10,25.8
3.1,340.0,11,28.5
3.3,374.0,12,30.1
3.8,401.0,13,29.4
2.3,275.0,14,29.2
2.6,278.0,15,30.5
3.2,342.0,16,31.5
5.0,479.0,17,31.2
5.6,553.0,18,28.5
5.4,531.0,19,26.7
4.4,428.0,20,24.8
2.4,229.0,21,23.6
1.5,145.0,22,23.0
1.3,112.0,23,22.1
1.1,99.0,00,22.6
1.0,98.0,01,21.0
0.6,54.0,02,23.0
0.6,59.0,04,18.3
0.8,162.0,05,18.1
1.5,268.0,06,18.3
4.1,531.0,07,18.5
5.5,517.0,08,20.1
5.5,701.0,09,23.5
3.7,510.0,10,26.8
3.3,415.0,11,29.1
2.5,243.0,12,30.8
2.6,267.0,13,27.9
2.2,233.0,14,28.5
2.6,295.0,15,30.2
2.9,309.0,16,32.9
5.0,506.0,17,32.2
5.1,479.0,18,28.8
5.2,460.0,19,26.7
3.8,363.0,20,24.6
2.2,213.0,21,23.4
2.1,183.0,22,22.5
1.8,163.0,23,22.9
1.6,152.0,00,22.2
1.4,104.0,01,21.4
0.8,61.0,02,22.2
0.5,84.0,05,22.9
0.9,132.0,06,21.3
3.2,422.0,07,21.3
2.8,282.0,08,23.7
2.7,293.0,09,25.0
2.4,334.0,10,26.3
2.7,324.0,11,26.4
2.8,294.0,12,29.3
2.9,273.0,13,29.0
2.6,275.0,14,29.8
2.6,282.0,15,30.4
3.2,323.0,16,31.5
4.6,442.0,17,31.6
4.9,431.0,18,29.0
4.7,402.0,19,27.2
3.3,313.0,20,26.2
2.3,228.0,21,25.1
2.1,218.0,22,24.1
1.7,179.0,23,22.5
1.0,97.0,00,22.7
0.9,83.0,01,21.5
0.7,80.0,02,22.3
0.4,66.0,04,21.1
0.5,109.0,05,20.4
1.3,232.0,06,20.8
3.5,535.0,07,21.3
5.5,684.0,08,21.9
5.6,803.0,09,23.0
3.4,539.0,10,25.1
3.2,364.0,11,26.6
3.7,422.0,12,26.2
4.6,483.0,13,25.4
4.2,496.0,14,25.6
3.3,403.0,15,25.7
2.7,282.0,16,24.9
2.2,268.0,17,18.3
2.8,306.0,18,16.3
2.9,293.0,19,15.6
2.0,240.0,20,15.4
0.7,93.0,21,14.0
0.6,99.0,22,14.9
1.2,55.0,23,15.5
1.2,19.0,00,15.6
1.1,26.0,01,15.4
0.6,26.0,02,15.4
0.3,42.0,04,15.3
0.3,32.0,05,15.4
0.4,25.0,06,15.5
0.6,28.0,07,15.4
0.7,41.0,08,15.7
1.0,130.0,09,16.9
1.1,173.0,10,18.2
1.5,168.0,11,19.1
1.4,51.0,12,19.3
1.4,31.0,13,19.8
1.0,41.0,14,19.8
0.9,41.0,15,20.2
1.1,54.0,16,22.1
1.3,112.0,17,21.1
1.8,178.0,18,20.1
2.4,218.0,19,19.5
2.7,241.0,20,19.3
1.7,223.0,21,18.4
2.2,279.0,22,17.8
2.8,330.0,23,17.8
2.4,330.0,00,17.0
2.5,341.0,01,15.5
1.4,205.0,02,15.6
0.9,102.0,05,12.5
0.6,79.0,06,13.6
1.0,148.0,07,12.2
1.6,261.0,08,14.6
0.9,107.0,09,19.8
0.9,103.0,10,21.6
1.0,122.0,11,22.0
1.0,127.0,12,22.7
0.9,110.0,13,22.3
0.9,98.0,14,22.1
0.9,146.0,15,22.1
0.9,119.0,16,23.4
2.7,234.0,17,23.1
2.2,261.0,18,21.5
3.3,371.0,19,20.3
2.1,266.0,20,19.6
1.8,268.0,21,18.7
1.9,294.0,22,18.0
2.3,303.0,23,17.1
1.9,241.0,00,16.6
1.3,142.0,01,15.9
1.0,110.0,02,14.9
0.6,104.0,04,14.0
0.9,179.0,05,14.1
1.5,361.0,06,14.4
5.5,799.0,07,15.0
4.0,614.0,08,16.9
1.8,275.0,09,19.7
1.9,325.0,10,22.2
1.7,327.0,11,23.7
1.6,252.0,12,21.9
1.9,226.0,13,22.3
1.6,230.0,14,23.8
1.8,244.0,15,23.3
2.0,251.0,16,24.2
3.1,346.0,17,25.1
3.9,407.0,18,22.3
4.3,490.0,19,20.8
3.5,434.0,20,19.1
2.4,345.0,21,18.1
1.5,192.0,22,17.4
1.3,157.0,23,16.7
1.0,148.0,00,17.1
0.8,105.0,01,15.3
0.5,141.0,02,15.0
0.5,107.0,04,12.8
0.7,166.0,05,11.9
1.2,241.0,06,12.1
2.4,368.0,07,13.5
4.3,498.0,08,14.4
4.1,641.0,09,17.8
3.7,667.0,10,21.0
3.4,550.0,11,24.5
3.8,483.0,12,26.4
4.1,524.0,13,25.2
3.4,481.0,14,26.1
2.3,305.0,15,26.2
3.2,396.0,16,28.9
4.8,501.0,17,28.0
6.7,702.0,18,24.7
7.5,755.0,19,23.0
4.5,524.0,20,20.9
2.1,247.0,21,19.8
1.5,196.0,22,19.8
1.1,135.0,23,18.6
1.1,146.0,00,17.2
0.9,106.0,01,16.3
0.5,70.0,02,17.4
0.4,60.0,05,17.1
0.7,92.0,06,15.2
2.0,277.0,07,14.9
4.2,600.0,08,15.1
5.2,693.0,09,19.0
3.8,617.0,10,22.4
3.7,569.0,11,25.4
3.4,409.0,12,27.2
3.1,335.0,13,25.5
2.4,290.0,14,26.4
2.8,312.0,15,27.7
3.6,440.0,16,28.6
4.0,450.0,17,27.2
5.6,578.0,18,25.3
6.3,615.0,19,23.2
4.7,536.0,20,21.6
1.9,238.0,21,21.1
1.9,249.0,22,19.7
1.2,150.0,23,20.3
0.9,108.0,00,19.4
1.7,223.0,13,24.6
2.2,267.0,14,25.6
2.8,308.0,15,26.1
3.9,422.0,16,25.8
6.5,623.0,17,25.4
6.3,572.0,18,24.6
5.7,514.0,19,23.6
4.4,414.0,20,22.6
1.6,143.0,21,22.1
1.5,147.0,22,22.1
1.7,159.0,23,21.1
1.9,206.0,00,20.3
1.6,140.0,01,19.4
1.3,132.0,02,19.0
0.6,81.0,04,19.8
0.7,120.0,05,19.0
1.6,279.0,06,18.8
2.9,392.0,07,20.2
4.1,433.0,08,20.8
3.7,531.0,09,22.3
3.6,619.0,10,23.2
3.4,522.0,11,23.8
3.7,505.0,12,23.5
4.1,465.0,13,23.9
2.4,278.0,15,25.4
3.4,372.0,16,26.4
5.6,540.0,17,25.8
2.9,267.0,16,28.6
5.4,398.0,17,28.0
5.3,418.0,18,25.2
6.7,515.0,19,24.0
7.0,669.0,20,23.2
2.8,326.0,21,22.3
1.7,209.0,22,21.8
1.7,183.0,23,20.9
1.7,165.0,00,20.6
1.2,111.0,01,20.3
0.7,67.0,02,20.5
0.8,88.0,04,18.2
0.9,147.0,05,18.2
1.7,279.0,06,18.2
5.7,665.0,07,19.4
4.3,592.0,08,19.5
3.9,557.0,09,21.1
5.1,693.0,10,23.2
3.7,530.0,11,24.4
3.3,412.0,12,26.4
3.6,366.0,13,27.7
3.2,344.0,14,28.0
3.5,339.0,15,28.7
2.4,297.0,16,28.5
2.9,294.0,17,28.4
2.3,211.0,18,26.4
3.1,323.0,19,25.2
2.9,333.0,20,24.9
1.5,163.0,21,24.6
1.5,151.0,22,24.0
1.7,167.0,23,23.8
1.6,174.0,00,22.3
1.3,142.0,01,21.9
1.4,155.0,02,21.1
0.9,96.0,04,21.3
1.3,154.0,05,20.8
1.3,211.0,06,20.6
2.9,381.0,07,20.9
3.2,470.0,08,21.5
3.4,464.0,09,23.7
3.6,450.0,10,26.0
2.3,274.0,11,28.5
3.1,306.0,12,28.1
3.3,308.0,13,29.0
1.9,186.0,14,28.9
2.6,238.0,15,29.6
2.7,249.0,16,29.4
3.7,378.0,17,28.7
3.8,386.0,18,27.0
4.8,461.0,19,26.5
3.5,394.0,20,26.2
2.2,266.0,21,24.8
1.5,158.0,22,24.9
3.4,319.0,23,24.5
3.7,409.0,00,24.7
2.0,223.0,01,23.9
1.4,107.0,02,23.8
0.7,56.0,05,22.2
1.2,163.0,06,21.3
1.3,187.0,07,21.3
1.1,150.0,08,22.2
1.0,103.0,09,24.1
1.2,143.0,10,24.3
1.9,220.0,11,24.8
2.3,301.0,12,24.5
1.6,214.0,13,21.0
1.3,162.0,14,19.8
1.8,232.0,15,19.4
1.7,254.0,16,19.6
1.8,224.0,17,20.8
2.0,247.0,18,21.1
2.2,334.0,19,21.1
1.6,239.0,20,21.2
1.3,168.0,21,20.8
1.5,185.0,22,20.8
1.5,178.0,23,20.7
1.3,132.0,00,20.1
1.4,135.0,01,20.2
0.5,39.0,02,19.4
0.4,33.0,04,17.9
0.6,90.0,05,18.2
1.1,164.0,06,18.6
2.9,336.0,07,19.6
3.5,366.0,08,20.2
4.6,565.0,09,19.7
3.4,536.0,10,19.2
2.3,416.0,11,20.0
2.7,379.0,12,21.1
3.1,368.0,13,20.2
3.2,444.0,14,20.2
2.5,352.0,15,21.9
3.4,375.0,16,23.2
4.8,479.0,17,21.7
4.5,448.0,18,20.8
4.0,388.0,19,19.9
3.2,376.0,20,19.7
1.9,224.0,21,20.0
1.9,206.0,22,19.0
1.3,143.0,23,18.8
1.1,113.0,00,18.9
1.0,93.0,01,18.1
0.5,58.0,02,18.3
0.5,56.0,04,17.8
0.8,105.0,05,16.9
1.2,243.0,06,17.8
2.7,492.0,07,17.6
3.0,435.0,08,17.9
1.5,286.0,09,15.4
1.2,281.0,10,16.5
4.7,652.0,16,24.8
8.0,895.0,17,24.6
7.7,826.0,18,23.9
6.8,648.0,19,23.0
6.0,629.0,20,22.4
4.7,529.0,21,22.0
3.4,405.0,22,21.8
3.9,461.0,23,21.9
4.4,486.0,00,21.7
3.3,335.0,01,21.3
2.0,210.0,02,20.8
0.8,149.0,05,21.3
1.3,203.0,06,21.5
2.7,332.0,07,21.9
3.6,446.0,08,22.6
3.6,524.0,09,22.6
2.6,347.0,10,25.5
2.0,273.0,11,27.0
3.3,404.0,12,25.2
2.1,312.0,14,27.2
2.9,369.0,15,26.9
3.0,362.0,16,26.5
3.2,335.0,17,27.0
4.4,447.0,18,25.9
6.0,576.0,19,25.1
5.0,486.0,20,24.7
4.3,439.0,21,23.6
4.3,462.0,22,22.4
4.2,441.0,23,21.6
2.2,223.0,00,21.3
1.3,126.0,01,21.2
1.0,116.0,02,20.3
0.9,198.0,05,18.7
1.0,185.0,06,19.8
2.8,425.0,07,19.8
4.1,465.0,08,20.4
2.9,341.0,09,22.3
2.7,316.0,10,22.6
2.1,241.0,11,24.5
2.4,266.0,12,24.4
3.8,412.0,13,26.0
3.7,394.0,14,26.8
3.7,365.0,15,26.4
5.5,548.0,16,26.9
5.4,494.0,17,26.2
8.4,686.0,18,24.3
6.8,556.0,19,23.3
4.5,467.0,20,22.3
2.5,297.0,21,21.3
1.6,164.0,22,21.2
1.7,196.0,23,20.3
1.7,201.0,00,20.4
1.1,132.0,01,19.9
1.0,146.0,02,19.1
0.7,127.0,05,18.1
1.2,217.0,06,18.1
2.3,394.0,07,17.6
3.0,511.0,08,18.2
3.3,523.0,09,20.2
2.8,471.0,10,21.6
3.0,441.0,11,23.3
3.4,414.0,12,25.0
3.0,317.0,13,25.4
2.3,230.0,14,26.1
3.1,365.0,15,27.0
3.0,360.0,16,27.2
3.3,420.0,17,25.6
4.0,475.0,18,23.3
4.6,526.0,19,22.2
4.1,460.0,20,21.6
2.3,255.0,21,21.0
2.6,283.0,22,20.3
2.6,271.0,23,20.0
2.9,315.0,00,19.7
2.1,227.0,01,19.5
2.1,243.0,02,19.4
1.4,139.0,05,18.0
1.2,182.0,06,17.3
1.5,196.0,07,17.5
0.9,108.0,08,20.0
1.4,175.0,09,19.1
2.1,266.0,10,21.4
1.6,179.0,11,24.6
1.5,154.0,12,25.0
1.1,95.0,13,25.3
1.4,151.0,14,24.8
2.0,230.0,15,25.3
2.0,239.0,16,26.5
2.5,306.0,17,25.0
4.3,472.0,18,22.9
5.2,532.0,19,21.7
3.4,375.0,20,21.8
1.3,147.0,21,21.2
1.2,118.0,22,20.2
1.7,181.0,23,18.4
1.7,209.0,00,17.9
1.4,167.0,01,16.9
0.9,112.0,02,16.5
0.9,181.0,05,16.2
1.2,253.0,06,15.8
3.2,521.0,07,16.0
4.4,649.0,08,16.3
3.5,516.0,09,18.7
3.2,487.0,10,20.5
3.0,529.0,11,19.3
3.5,565.0,12,20.0
4.0,558.0,13,21.4
3.8,568.0,14,21.5
4.2,605.0,15,21.6
5.0,666.0,16,21.6
7.9,814.0,17,21.7
8.4,860.0,18,21.0
8.0,820.0,19,20.0
6.4,742.0,20,19.3
3.5,492.0,21,18.5
3.5,464.0,22,17.7
1.9,258.0,23,18.5
2.2,311.0,00,17.0
1.6,231.0,01,16.8
1.0,127.0,02,15.5
0.9,138.0,05,14.8
1.4,228.0,06,15.7
3.0,383.0,07,16.2
4.5,581.0,08,16.3
3.8,545.0,09,17.7
3.4,593.0,10,18.3
3.5,602.0,11,20.1
4.4,624.0,12,22.6
4.0,546.0,13,24.6
4.5,597.0,14,24.9
5.3,688.0,15,24.9
5.8,760.0,16,24.0
8.4,918.0,17,23.2
9.5,952.0,18,22.5
6.2,685.0,19,22.2
5.0,561.0,20,22.6
2.1,239.0,21,21.0
1.4,175.0,22,19.8
1.6,169.0,23,17.7
2.0,215.0,00,17.6
1.2,115.0,01,17.4
0.8,94.0,02,17.4
0.7,132.0,05,16.8
1.7,295.0,06,17.6
3.4,517.0,07,18.0
4.9,555.0,08,18.0
2.7,429.0,09,18.2
3.2,561.0,10,19.7
2.7,427.0,11,21.0
3.2,445.0,12,20.7
4.1,538.0,13,19.5
3.6,556.0,14,18.5
2.8,370.0,15,19.6
2.1,257.0,16,19.9
2.4,266.0,17,20.0
3.6,403.0,18,19.2
2.6,275.0,19,19.3
2.8,338.0,20,18.2
1.4,176.0,21,17.8
1.1,159.0,22,17.6
1.3,147.0,23,16.0
0.9,99.0,00,16.9
1.0,98.0,01,15.7
0.9,109.0,02,14.8
0.8,163.0,05,15.2
1.6,326.0,06,15.5
3.4,640.0,07,15.7
4.4,736.0,08,16.0
3.5,667.0,09,16.7
3.4,677.0,10,18.6
2.4,425.0,11,20.4
2.3,349.0,12,20.6
2.6,332.0,13,21.6
2.9,412.0,14,21.4
4.4,631.0,15,20.7
5.0,677.0,16,21.3
6.5,761.0,17,20.8
5.9,650.0,18,20.3
2.7,262.0,19,19.7
2.5,292.0,20,19.4
1.5,177.0,21,20.1
1.0,103.0,22,20.4
1.2,127.0,23,20.1
1.0,119.0,00,19.9
0.8,83.0,01,18.2
0.6,65.0,02,18.4
1.1,200.0,05,18.5
1.3,242.0,06,19.3
2.9,366.0,07,20.2
3.7,404.0,08,20.8
3.0,429.0,09,21.9
1.4,169.0,10,23.5
2.6,419.0,11,19.8
4.2,603.0,12,20.2
5.1,589.0,13,20.2
5.5,706.0,14,19.7
4.5,592.0,15,20.2
2.7,305.0,16,20.1
3.1,371.0,17,20.2
4.2,465.0,18,20.0
3.1,390.0,19,18.3
1.7,227.0,20,18.9
1.8,284.0,21,17.3
1.7,211.0,22,17.1
2.1,297.0,23,17.3
2.4,351.0,00,17.3
1.8,259.0,01,16.9
1.5,214.0,02,16.9
1.0,192.0,05,16.7
1.4,237.0,06,16.8
2.4,413.0,07,16.8
3.1,455.0,08,16.9
3.0,493.0,09,17.4
2.7,482.0,10,18.0
4.0,599.0,11,21.2
3.7,481.0,12,22.4
3.4,406.0,13,22.6
3.4,419.0,14,23.6
3.2,387.0,15,23.5
3.9,461.0,16,22.9
3.7,493.0,17,22.3
4.3,532.0,18,21.6
4.9,581.0,19,21.2
4.0,494.0,20,20.8
2.8,392.0,21,20.4
2.4,311.0,22,20.1
1.9,236.0,23,19.5
2.0,270.0,00,19.3
1.5,199.0,01,19.7
1.3,146.0,02,19.7
0.5,55.0,05,18.9
0.4,43.0,06,18.1
0.4,46.0,07,20.4
0.9,139.0,08,20.6
1.3,169.0,09,19.3
2.1,254.0,10,22.2
2.4,303.0,11,23.0
2.0,259.0,12,24.3
1.8,226.0,13,22.0
1.5,161.0,14,22.9
1.6,182.0,15,23.2
2.2,289.0,16,23.0
2.3,340.0,17,22.4
6.6,544.0,18,21.7
4.7,543.0,19,21.2
4.1,501.0,20,20.8
4.1,521.0,21,20.0
2.7,352.0,22,19.7
2.6,321.0,23,19.9
3.2,318.0,00,20.1
3.7,338.0,01,20.1
3.5,353.0,02,19.6
2.7,279.0,05,18.4
1.8,200.0,06,19.2
1.3,180.0,07,19.4
1.5,213.0,08,19.1
1.9,266.0,09,20.3
2.2,247.0,10,23.1
2.6,326.0,11,25.1
2.7,319.0,12,25.8
2.5,320.0,13,23.7
1.5,174.0,14,23.1
2.0,216.0,15,23.9
3.1,376.0,16,23.8
3.7,496.0,17,23.2
4.0,523.0,18,21.8
4.1,465.0,19,21.7
3.1,407.0,20,21.3
3.2,412.0,21,20.4
3.2,403.0,22,19.6
2.7,357.0,23,19.3
2.3,259.0,00,18.4
1.6,227.0,01,18.2
1.1,147.0,02,17.9
0.6,96.0,05,17.6
0.5,73.0,06,17.9
1.5,309.0,07,16.1
3.4,607.0,08,17.1
4.4,562.0,09,20.8
4.4,560.0,10,20.6
5.8,844.0,11,22.1
4.9,667.0,12,24.0
5.1,583.0,13,25.7
7.5,726.0,14,25.5
5.8,674.0,15,25.2
5.9,544.0,16,25.4
6.8,715.0,17,24.4
7.9,789.0,18,23.0
8.0,737.0,19,21.8
9.2,859.0,20,20.9
5.9,668.0,21,20.2
3.7,454.0,22,19.3
2.6,337.0,23,19.2
1.1,127.0,00,20.4
2.6,281.0,01,18.0
2.2,252.0,02,17.5
0.5,69.0,05,16.8
0.7,151.0,06,16.9
1.3,231.0,07,17.0
2.2,297.0,08,18.8
3.7,515.0,09,20.3
3.7,499.0,10,23.7
3.4,445.0,11,26.6
3.4,464.0,12,26.2
2.6,298.0,13,26.3
2.5,266.0,14,26.6
2.5,323.0,15,26.3
2.7,352.0,16,25.6
3.2,372.0,17,25.1
3.7,383.0,18,23.8
4.6,455.0,19,23.3
3.3,355.0,20,22.4
2.4,267.0,21,21.7
2.8,308.0,22,20.5
2.7,313.0,23,19.5
1.8,216.0,00,18.7
1.1,137.0,01,19.3
1.2,140.0,02,17.6
0.6,94.0,04,17.8
0.5,79.0,05,16.1
0.7,156.0,06,15.8
0.8,153.0,07,17.0
3.5,464.0,08,16.0
3.6,435.0,09,17.8
8.7,1014.0,18,23.1
5.8,633.0,19,22.2
4.3,485.0,20,21.1
3.6,480.0,21,20.0
3.9,572.0,22,19.1
2.4,345.0,23,18.8
1.6,195.0,00,18.5
1.8,213.0,01,18.4
1.5,216.0,02,16.8
0.5,73.0,04,16.5
0.4,67.0,05,16.9
0.5,96.0,06,16.1
0.8,162.0,07,16.1
2.0,305.0,08,16.2
6.2,725.0,09,16.5
4.5,658.0,10,19.6
4.6,710.0,11,20.7
3.3,445.0,12,20.8
3.6,455.0,13,21.7
4.4,524.0,14,23.0
4.3,527.0,15,24.2
5.0,601.0,16,24.7
8.1,1001.0,17,23.0
8.0,852.0,18,21.4
3.6,370.0,19,20.3
2.9,348.0,20,20.0
2.7,361.0,21,19.1
1.9,255.0,22,18.1
1.3,162.0,23,17.8
1.2,166.0,00,17.6
1.8,247.0,01,16.1
1.9,255.0,02,15.5
0.9,129.0,04,15.6
0.5,83.0,05,17.0
0.6,114.0,06,14.9
1.1,233.0,07,14.0
2.8,448.0,08,14.6
2.9,455.0,09,15.9
1.7,254.0,10,18.4
2.3,313.0,11,20.0
3.3,490.0,12,20.4
3.5,496.0,13,20.7
3.8,514.0,14,21.7
3.4,454.0,15,22.0
3.8,507.0,16,21.4
3.6,474.0,17,20.8
3.5,404.0,18,20.1
2.8,356.0,19,20.0
2.5,345.0,20,19.5
3.1,395.0,21,19.5
1.8,249.0,22,19.1
1.6,197.0,23,18.8
1.9,224.0,00,18.0
2.0,231.0,01,17.5
1.4,177.0,02,17.5
0.7,64.0,05,16.1
0.4,44.0,06,15.5
0.4,53.0,07,15.1
0.5,94.0,08,14.9
0.7,100.0,09,15.5
0.7,98.0,10,16.6
0.7,115.0,11,18.0
1.0,115.0,12,18.0
1.0,76.0,13,17.6
0.9,55.0,14,17.5
0.9,59.0,15,17.2
0.9,95.0,16,16.8
1.1,107.0,17,16.0
3.2,189.0,18,14.8
3.1,386.0,19,14.4
3.1,412.0,20,14.1
2.3,342.0,21,13.4
1.8,255.0,22,12.7
0.8,89.0,23,9.9
0.9,106.0,00,10.2
0.8,109.0,01,10.6
0.7,67.0,02,11.1
0.2,13.0,04,11.3
0.2,20.0,05,10.8
0.3,33.0,06,10.9
0.7,146.0,07,10.8
1.7,359.0,08,10.7
1.8,322.0,09,10.9
1.5,293.0,10,12.1
1.3,255.0,11,12.4
1.2,233.0,12,13.0
1.3,220.0,13,13.4
1.8,246.0,14,13.1
1.7,272.0,15,11.5
2.2,358.0,16,13.1
3.2,514.0,17,13.0
5.9,742.0,18,11.3
0.2,32.0,04,8.0
0.2,29.0,05,8.1
0.3,48.0,06,6.3
0.5,113.0,07,6.7
1.4,267.0,08,7.1
